id,object_id,object_guid,change_id,name,type_name,level,operation_type_id,previous_id,next_id,update_date,start_date,end_date,is_actual,is_active,raw_attributes
1729288,1405113,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,3846120,Москва,г,1,1,0,53449282,2026-06-13,1900-01-01,2026-06-13,f,f,"{""ID"": ""1729288"", ""NAME"": ""Москва"", ""LEVEL"": ""1"", ""NEXTID"": ""53449282"", ""PREVID"": ""0"", ""ENDDATE"": ""2026-06-13"", ""CHANGEID"": ""3846120"", ""ISACTIVE"": ""0"", ""ISACTUAL"": ""0"", ""OBJECTID"": ""1405113"", ""TYPENAME"": ""г"", ""STARTDATE"": ""1900-01-01"", ""OBJECTGUID"": ""0c5b2444-70a0-4932-980c-b4dc0d3f02b5"", ""OPERTYPEID"": ""1"", ""UPDATEDATE"": ""2026-06-13""}"
53449282,1405113,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,783226720,Москва,г.,1,20,1729288,0,2026-06-13,2026-06-13,2079-06-06,t,t,"{""ID"": ""53449282"", ""NAME"": ""Москва"", ""LEVEL"": ""1"", ""NEXTID"": ""0"", ""PREVID"": ""1729288"", ""ENDDATE"": ""2079-06-06"", ""CHANGEID"": ""783226720"", ""ISACTIVE"": ""1"", ""ISACTUAL"": ""1"", ""OBJECTID"": ""1405113"", ""TYPENAME"": ""г."", ""STARTDATE"": ""2026-06-13"", ""OBJECTGUID"": ""0c5b2444-70a0-4932-980c-b4dc0d3f02b5"", ""OPERTYPEID"": ""20"", ""UPDATEDATE"": ""2026-06-13""}"
1783447,1447085,b30b63a1-c2be-4efc-9d0c-c9b6d7438e15,3981615,Арбат,ул,8,1,0,53454526,2026-06-13,1900-01-01,2026-06-13,f,f,"{""ID"": ""1783447"", ""NAME"": ""Арбат"", ""LEVEL"": ""8"", ""NEXTID"": ""53454526"", ""PREVID"": ""0"", ""ENDDATE"": ""2026-06-13"", ""CHANGEID"": ""3981615"", ""ISACTIVE"": ""0"", ""ISACTUAL"": ""0"", ""OBJECTID"": ""1447085"", ""TYPENAME"": ""ул"", ""STARTDATE"": ""1900-01-01"", ""OBJECTGUID"": ""b30b63a1-c2be-4efc-9d0c-c9b6d7438e15"", ""OPERTYPEID"": ""1"", ""UPDATEDATE"": ""2026-06-13""}"
53454526,1447085,b30b63a1-c2be-4efc-9d0c-c9b6d7438e15,783231964,Арбат,ул.,8,20,1783447,0,2026-06-13,2026-06-13,2079-06-06,t,t,"{""ID"": ""53454526"", ""NAME"": ""Арбат"", ""LEVEL"": ""8"", ""NEXTID"": ""0"", ""PREVID"": ""1783447"", ""ENDDATE"": ""2079-06-06"", ""CHANGEID"": ""783231964"", ""ISACTIVE"": ""1"", ""ISACTUAL"": ""1"", ""OBJECTID"": ""1447085"", ""TYPENAME"": ""ул."", ""STARTDATE"": ""2026-06-13"", ""OBJECTGUID"": ""b30b63a1-c2be-4efc-9d0c-c9b6d7438e15"", ""OPERTYPEID"": ""20"", ""UPDATEDATE"": ""2026-06-13""}"
